V1,V2
-23.8532278901308,-14.1941496179124
-0.796201885922538,1.18388360466637
-5.98082357788914,-8.60959807142915
-16.07176804255,-9.58306910718407
-3.3410287869682,2.49622710566935
-9.19681730214879,-10.7968088630517
-0.237546884112171,2.98383565811315
-3.77677948853698,4.90947223552336
-4.36431438538551,-14.9001352002243
-3.99029370625642,-0.248146341517034
-12.5099753525769,5.49854461142937
-4.56904669575156,2.37898851751075
7.99555776340258,-3.24284402154891
-7.25338975504662,-10.1985244650798
-5.04110112888649,-16.3196328882397
-7.08587787203315,-11.3902647043405
2.30955110877531,3.6639582283293
-12.2315812359233,-7.58721685084742
-6.58086940207799,-13.8447442552069
0.977131155707944,-23.0985683184048
-5.5320876094271,-6.24074880853771
-3.53844121429139,-10.2856549210686
-3.24672646580635,-7.78523006149083
-9.16610692419114,3.42295380401863
-6.1528316919955,-12.38449606072
-5.91888514559126,-12.9552834496564
-0.885356411549678,-8.00661101408482
-7.99970098287012,-2.41302780391051
-5.0919409343965,0.638024004392105
-9.24032436834926,-14.8492944692526
-4.15143066969598,-3.23553268775519
-4.10475051875957,-17.9731393923805
-7.24801104432823,-0.926799558737892
5.92641559127324,-2.41795800719301
-3.93209015594347,0.509749823095718
-4.17000408394276,-17.7841167522079
9.27208280290457,-26.8354666433148
-7.36246630055148,1.04357250489738
-7.20234794333843,-0.633839897046122
-8.62602423819603,-10.4457834802554
2.06641742497058,-21.0134202287608
-4.54941776370099,-5.68054315385424
-32.6529668051704,10.1169906308881
2.27448534508872,-20.3478344958885
-9.89912529415455,2.96321143630484
-26.1759396194253,-8.75251306655874
-5.70275318213896,-5.58621178704303
-5.48447682635609,4.07998711986715
-3.0958573450973,4.89946437099247
-1.26468587738942,-21.0022304613893
-15.9073982353104,-3.20876679760308
-9.12910321600753,-8.27187160092373
-6.04470909338601,-11.2402432727134
-0.229350422649729,-12.1079436891844
-4.61281055722669,-8.77592554653503
-4.27848665053107,-9.0618796904866
-3.15162147767253,4.01326667448801
-24.7987638654721,-15.4633711040201
-1.61926104454383,-25.3712464043199
-9.05233014989767,-13.0765309016954
-8.58196260139464,1.90993371945119
-6.00048656766608,-8.15939400378642
-12.9482077673271,-15.9285444955565
1.19077481760206,-23.5631456781926
-5.13830111963218,2.43337569248895
-25.6774359717712,-9.30626414202451
-16.011407299365,-9.35864922891525
-6.72669935155452,-10.9191771728947
-3.04400974892342,-7.33758682526322
-5.02455800446568,1.20801021947274
-3.00136672409227,2.08316746244865
-5.51000516194871,-7.56970826458606
-5.0530417679823,-5.11819874198023
-3.7340861205368,-18.4662587213792
-4.64724595739362,-5.37609533299121
-4.13783064364879,0.0380483064223376
10.8959267794451,-30.7106759536172
7.30787773518552,11.0826225874446
-6.40368075285469,-2.39582712704639
-6.49064196343437,2.40276564933944
-9.699887929176,3.76795771981426
-6.73483382627867,-8.39944609830347
-5.48095139774964,2.71269765209923
-2.76982331396145,-11.8283375794091
-7.11746919805446,-6.13455735660108
-24.7067549120089,-8.4354439204148
1.43580918337733,-22.8585017754353
-6.51797721082636,-9.04967005235998
3.96235390669173,-19.8624508681983
-7.32170560657999,-14.2001799336956
-4.47440559950194,-12.9691700480021
-5.42284084574911,-1.40112228198331
-5.44563064190917,-6.10447586315973
-12.7194457193036,-16.1466235167963
2.43521959771263,-20.4164507102843
-3.86623022004681,-17.3635723558491
-8.17192077646818,-4.03090095350244
-32.0387467246206,-15.2144954291876
-1.55476882969538,-12.5202100101612
-0.935309398923725,1.76156866195274
-0.0824773936232336,-22.8393694717034
2.03902530552473,-20.7355304960034
2.52464332385929,-22.11606726735
-14.6426257488086,-7.55974858067117
-17.2831532938007,-5.95227426783972
-13.8007045251792,-1.58249500256924
-2.86785027364123,2.7932028351693
1.40418519293594,-13.8177540789474
-5.00728478364193,-7.62587931100693
2.31232403015759,-20.1609240647976
2.58040471796389,-21.8835082665287
2.30688290260986,-20.4893997367548
-5.39515207353609,-13.4103097297502
9.11946268115076,-28.0488654501605
-6.15721710644784,-13.5623576978315
-1.56964228865069,-25.2203704968742
-32.3978596704402,9.96323825286428
-5.55620584825981,-12.5840016337205
-2.98596995941685,-8.83677202597753
1.05593758280315,-12.2657695957275
11.8637183447338,-27.2092382499729
-0.691903308792807,2.9031071335075
-9.63084119711562,-9.51877473599874
-1.6731258587747,-6.91379544435062
16.9182509205937,-4.74096994274957
0.947472753126241,-18.184091309799
-1.80784537848226,3.18427960976885
-0.387244226896283,-24.1755073144344
-1.33292281548811,3.84985591371099
-12.2721944736821,6.97366036275251
-10.7730477748503,-5.71747704302924
-0.413757464492651,-3.07406754313634
-4.36982400153731,-0.170696794197529
-10.4321170497771,3.79996545623026
-23.3829406950481,-3.72807133073465
1.36566385227063,-11.9254832010657
-5.91894720646096,-4.16160835071451
3.929129717928,-16.5022492070999
-6.03358290360908,-2.50789388750278
12.4901972673812,-1.54674783389647
-4.23866747744501,-14.9362110430679
4.24394694779165,2.26974250416929
-4.27522948238383,-3.14139260820175
-4.68426966041866,-11.1545816103817
